Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability
Gelatin [10 wt%] ,255.3979392,40.0,2.0,,210.0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.06927211801165493,38.095056690206235,127.69890575054711,88200.0,1,0,0.004761904739229025
Gelatin Methacrylated [7.5 wt%] Kappa Carrageenan [1 wt%] Nanosilicates [2 wt%] ,613.4104268000003,40.0,15.0,Primary Human Bone Marrow-Derived Human Mesenchymal Stem Cells ,400.0,True,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.5,0,1,1.884955592153876,149.9996250009375,40.89402572706498,2400000.0,1,0,0.00249999999375
Nanosilicates [6 wt%] Kappa Carrageenan [2.5 wt%] ,353.79549080000004,40.0,4.0,MC3T3-E1 Osteoblasts ,330.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,8.5,0,0,0.34211943997592853,48.48470156151042,88.44885058778736,435600.0,1,0,0.0030303030211202937
Gelatin Methacrylated [10 wt%] Kappa Carrageenan [1 wt%] Nanosilicates [2 wt%] ,192.79729808,37.0,20.0,,400.0,False,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,13.0,0,1,2.5132741228718345,199.99950000125,9.639864422006777,3200000.0,0,0,0.00249999999375
Alginate [2 wt%] Gelatin [8 wt%] ,282.2796784,28.0,3.5,Primary Rat Schwann Cells (2),160.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.07037167544041137,87.49945312841794,80.65131364248182,89600.0,0,0,0.006249999960937501
Polyurethane [25 wt%] ,80.0,37.0,8.0,Primary Human Dermal Fibroblasts (1),410.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,25.0,1,0,1.0562034501368882,78.04859012538995,9.999998750000158,1344800.0,0,0,0.0024390243842950625
Gelatin [10 wt%] Alginate [1 wt%] Fibrinogen [2 wt%] ,49.6605284,25.0,11.9054,Hela Pancreatic Cancer Cells (1),260.0,True,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,13.0,0,1,0.63209240030901,183.15929554117102,4.171260455653699,804805.04,0,0,0.003846153831360947
Hydroxypropyl Chitin [3 wt%] ,407.7609024000001,37.0,5.0,Human Induced Pluripotent Stem Cells (1),260.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,3.0,0,0,0.26546457922833755,76.92278106622668,81.55216416956718,338000.0,0,0,0.003846153831360947
Gelatin Methacrylated [7.5 wt%] Alginate [2 wt%] ,50.0,25.0,4.0,Human Umbilical Vein Endothelial Cells (8),330.0,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,9.5,0,1,0.34211943997592853,48.48470156151042,12.49999687500078,435600.0,0,0,0.0030303030211202937
Gelatin Methacrylated [10 wt%] Alginate [1 wt%] ,50.0,25.0,4.0,Human Umbilical Vein Endothelial Cells (8),330.0,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.0,0,1,0.34211943997592853,48.48470156151042,12.49999687500078,435600.0,0,0,0.0030303030211202937
Gelatin Methacrylated [10 wt%] Alginate [2 wt%] ,50.0,25.0,4.0,Human Umbilical Vein Endothelial Cells (8),330.0,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,0.34211943997592853,48.48470156151042,12.49999687500078,435600.0,0,0,0.0030303030211202937
Alginate [2 wt%] ,17.0,25.0,4.0,NIH 3T3 Fibroblasts (1),410.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.5281017250684441,39.024295062694975,4.249998937500266,672400.0,0,0,0.0024390243842950625
PCL [100 wt%] ,100.0,78.0,6.0,,160.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.12063715789784805,149.99906250585934,16.666663888889353,153600.0,1,0,0.006249999960937501
Alginate [3.5 wt%] ,50.0,25.0,4.0,Primary Porcine Bone Marrow Stromal Cells (15),330.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.34211943997592853,48.48470156151042,12.49999687500078,435600.0,0,0,0.0030303030211202937
Alginate [3.5 wt%] ,50.0,25.0,4.0,Primary Porcine Cartilage Chondrocytes (5),310.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.30190705400997914,51.61273673310732,12.49999687500078,384400.0,0,0,0.003225806441207076
Gelatin Methacrylated [5 wt%] ,30.0,13.0,2.0,Primary Porcine Bone Marrow Stromal Cells (15),260.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.10618583169133503,30.76911242649067,14.99999250000375,135200.0,0,0,0.003846153831360947
Gelatin Methacrylated [5 wt%] ,30.0,13.0,2.0,Primary Porcine Cartilage Chondrocytes (5),240.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.09047786842338604,33.333194445023146,14.99999250000375,115200.0,0,0,0.004166666649305556
Alginate [3.5 wt%] Gelatin Methacrylated [5 wt%] ,130.0,13.0,4.0,Primary Porcine Bone Marrow Stromal Cells (15),210.0,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.5,0,1,0.13854423602330987,76.19011338041247,32.49999187500203,176400.0,0,0,0.004761904739229025
Alginate [3.5 wt%] Gelatin Methacrylated [5 wt%] ,130.0,13.0,4.0,Primary Porcine Cartilage Chondrocytes (5),200.0,True,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.5,0,1,0.12566370614359174,79.99960000199998,32.49999187500203,160000.0,0,0,0.004999999975
PLA [100 wt%] ,537.281594,230.0,90.0,,200.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,2.8274333882308142,1799.9910000449997,5.969795422557829,3600000.0,1,1,0.004999999975
Cellink RGD Bionk [100 wt%] ,5.0,25.0,187.5,Primary Juvenile Mice Interstitial Cells (10),437.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,28.12250659984637,1716.2432122580956,0.026666666524444445,35806687.5,0,0,0.002288329514214349
PCL [100 wt%] ,290.0,100.0,5.0,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.3534291735288517,66.66644444518519,57.999988400002316,450000.0,1,0,0.0033333333222222224
Hyaluronic Acid Glycidyl Methacrylated [4 wt%] Alginate [0.5 wt%] ,50.0,25.0,5.0,L929 Fibroblasts (1.5),510.0,True,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,4.5,0,1,1.0214103114983815,39.215609381158075,9.9999980000004,1300500.0,0,0,0.001960784309880815
PCL [100 wt%] ,300.0,90.0,5.0,,330.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.42764929996991063,60.60587695188803,59.999988000002396,544500.0,1,0,0.0030303030211202937
Alginate [4 wt%] ,45.0,37.0,1.5,BEL-7402 Adenocarcinoma Cells (1),250.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,4.0,0,1,0.07363107781851078,23.999904000384,29.999980000013334,93750.0,0,0,0.003999999984
Alginate [4 wt%] Beta Tricalcium Phosphate [1 wt%] ,45.0,37.0,1.5,BEL-7402 Adenocarcinoma Cells (1),260.0,True,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.07963937376850128,23.076834319868002,29.999980000013334,101400.0,0,0,0.003846153831360947
Alginate [4 wt%] Beta Tricalcium Phosphate [8 wt%] ,50.0,37.0,1.5,BEL-7402 Adenocarcinoma Cells (1),260.0,True,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,0.07963937376850128,23.076834319868002,33.33331111112593,101400.0,0,0,0.003846153831360947
Collagen Methacrylated [4 mg/mL] Hyaluronic Acid Thiolated [0.67 mg/mL] ,4.0,25.0,50.0,Primary Human Hepatocytes (5),200.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,4.67,0,1,1.5707963267948968,999.9950000249999,0.07999999840000004,2000000.0,0,0,0.004999999975
Collagen Methacrylated [4.5 mg/mL] Hyaluronic Acid Thiolated [0.5 mg/mL] ,4.0,25.0,50.0,,200.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,1.5707963267948968,999.9950000249999,0.07999999840000004,2000000.0,0,0,0.004999999975
Collagen Methacrylated [4.8 mg/mL] Hyaluronic Acid Thiolated [0.4 mg/mL] ,4.0,25.0,50.0,,200.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.2,0,1,1.5707963267948968,999.9950000249999,0.07999999840000004,2000000.0,0,0,0.004999999975
PCL [100 wt%] ,500.0,100.0,0.334,,180.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.008499264765021827,7.422180987883402,1497.001505983515,10821.6,1,1,0.005555555524691358
PCL [100 wt%] ,500.0,100.0,1.167,,250.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.05728497854280139,18.671925312298754,428.4486474304649,72937.5,1,0,0.003999999984
PCL [100 wt%] ,500.0,100.0,1.583,,330.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.1353937683704737,19.18782064296775,315.8557701479658,172388.69999999998,1,0,0.0030303030211202937
PCL [100 wt%] ,500.0,100.0,1.417,,410.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.18708003610549634,13.824356525959695,352.8579020057149,238197.7,1,0,0.0024390243842950625
PCL [100 wt%] ,500.0,100.0,0.667,,580.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.17622669742532338,4.5999920689791916,749.6240635321385,224378.80000000002,1,0,0.001724137928061831
PCL [100 wt%] ,500.0,100.0,0.917,,1070.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.8245685616200182,3.4280341794073093,545.2556758389576,1049873.3,1,0,0.0009345794383788976
Alginate [2.5 wt%] Gelatin [8 wt%] Cellulose Nanofibrillated [0.75 wt%] ,317.379734,37.0,5.0,,260.0,False,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.25,0,1,0.26546457922833755,76.92278106622668,63.47593410481318,338000.0,0,0,0.003846153831360947
Alginate [2.5 wt%] ,150.0,25.0,5.0,,330.0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.5,0,1,0.42764929996991063,60.60587695188803,29.999994000001198,544500.0,0,0,0.0030303030211202937
Pluronic F127 [30 wt%] ,50.0,25.0,5.0,,1070.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,0,0,4.496011786368693,18.69157131628849,9.9999980000004,5724500.0,0,0,0.0009345794383788976
PEG terephthalate [55 wt%] Poly(butylene terephthalate) [45 wt%] ,500.0,200.0,8.333,,260.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.4424232677419474,128.19950692497338,60.00239289542867,563310.8,1,0,0.003846153831360947
Gelatin Methacrylated [5 wt%] ,100.0,22.0,20.0,Human Dermal Fibroblasts (5),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.6927211801165494,380.9505669020624,4.999999750000012,882000.0,0,0,0.004761904739229025
Gelatin Methacrylated [10 wt%] ,100.0,22.0,20.0,Human Dermal Fibroblasts (5),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.6927211801165494,380.9505669020624,4.999999750000012,882000.0,0,0,0.004761904739229025
Gelatin Methacrylated [15 wt%] ,100.0,22.0,20.0,Human Dermal Fibroblasts (5),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.6927211801165494,380.9505669020624,4.999999750000012,882000.0,0,0,0.004761904739229025
Cellulose Nanofibrils [1.88 wt%] ,43.0,25.775,12.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,1.88,0,0,1.5079644737231008,119.99970000075,3.5833330347222474,1920000.0,0,0,0.00249999999375
Nanocellulose TEMPO Oxidized [1.7 wt%] ,55.0,24.925,8.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,1.7,0,0,1.0053096491487339,79.9998000005,6.874999140625108,1280000.0,0,0,0.00249999999375
Nanocellulose Acetylated [0.5 wt%] ,35.0,25.66,5.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,0.5,0,0,0.6283185307179586,49.9998750003125,6.999998600000279,800000.0,0,0,0.00249999999375
Alginate [8 wt%] PEGDA [3 wt%] ,300.0,25.0,9.166667,,260.0,False,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Natural_Polymer,11.0,1,1,0.4866850796162575,141.025103749601,32.72726796694284,619666.6892,0,0,0.003846153831360947
Pluronic F127 [30 wt%] ,125.0,25.0,8.333,,400.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,0,0,1.04715566329455,83.32979167552081,15.000598223857168,1333280.0,0,0,0.00249999999375
Collagen [2 wt%] ,165.10463848,15.0,23.675,NIH 3T3 Fibroblasts (0.5),210.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.8200086969629653,450.95023357031636,6.97379647333489,1044067.5,0,0,0.004761904739229025
